"unique_id","id","Time","Sample","Value"
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",9.833333,"Cell_4",1.034172
"Fig7_RhoA_S1P-RGS_Cell_4","Fig7_RhoA_S1P-RGS",10,"Cell_4",NA
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",0,"Cell_5",0.9936471
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",0.1666667,"Cell_5",0.9959074
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",0.3333333,"Cell_5",0.9983085
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",0.5,"Cell_5",0.9995451
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",0.6666667,"Cell_5",1.012908
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",0.8333333,"Cell_5",1.009422
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",1,"Cell_5",1.017513
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",1.166667,"Cell_5",0.9968734
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",1.333333,"Cell_5",1.025654
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",1.5,"Cell_5",1.001089
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",1.666667,"Cell_5",1.009776
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",1.833333,"Cell_5",1.008872
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",2,"Cell_5",1.018657
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",2.166667,"Cell_5",1.061216
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",2.333333,"Cell_5",1.088405
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",2.5,"Cell_5",1.104609
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",2.666667,"Cell_5",1.117124
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",2.833333,"Cell_5",1.106467
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",3,"Cell_5",1.092535
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",3.166667,"Cell_5",1.08479
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",3.333333,"Cell_5",1.098245
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",3.5,"Cell_5",1.094085
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",3.666667,"Cell_5",1.092958
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",3.833333,"Cell_5",1.082458
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",4,"Cell_5",1.083999
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",4.166667,"Cell_5",1.055149
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",4.333334,"Cell_5",1.075662
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",4.5,"Cell_5",1.079787
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",4.666667,"Cell_5",1.086934
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",4.833334,"Cell_5",1.082468
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",5,"Cell_5",1.073711
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",5.166667,"Cell_5",1.071991
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",5.333334,"Cell_5",1.063262
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",5.5,"Cell_5",1.070717
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",5.666667,"Cell_5",1.073174
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",5.833334,"Cell_5",1.06237
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",6,"Cell_5",1.058778
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",6.166667,"Cell_5",1.048615
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",6.333334,"Cell_5",1.066106
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",6.5,"Cell_5",1.064392
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",6.666667,"Cell_5",1.074879
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",6.833334,"Cell_5",1.070138
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",7,"Cell_5",1.049847
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",7.166667,"Cell_5",1.06492
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",7.333334,"Cell_5",1.082004
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",7.5,"Cell_5",1.056478
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",7.666667,"Cell_5",1.056823
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",7.833334,"Cell_5",1.061179
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",8,"Cell_5",1.058852
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",8.166667,"Cell_5",1.08017
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",8.333333,"Cell_5",1.085296
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",8.5,"Cell_5",1.053243
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",8.666667,"Cell_5",1.077078
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",8.833333,"Cell_5",1.044244
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",9,"Cell_5",1.06904
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",9.166667,"Cell_5",1.073416
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",9.333333,"Cell_5",1.067267
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",9.5,"Cell_5",1.069263
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",9.666667,"Cell_5",1.046046
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",9.833333,"Cell_5",1.059912
"Fig7_RhoA_S1P-control_Cell_5","Fig7_RhoA_S1P-control",10,"Cell_5",1.050587
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",0,"Cell_5",1.005645
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",0.1666667,"Cell_5",0.9836383
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",0.3333333,"Cell_5",0.9962698
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",0.5,"Cell_5",1.010869
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",0.6666667,"Cell_5",1.003708
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",0.8333333,"Cell_5",1.009366
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",1,"Cell_5",0.9966222
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",1.166667,"Cell_5",1.004947
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",1.333333,"Cell_5",1.031981
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",1.5,"Cell_5",1.011575
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",1.666667,"Cell_5",1.015362
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",1.833333,"Cell_5",1.014531
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",2,"Cell_5",1.022567
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",2.166667,"Cell_5",1.042244
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",2.333333,"Cell_5",1.036583
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",2.5,"Cell_5",1.030393
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",2.666667,"Cell_5",1.062442
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",2.833333,"Cell_5",1.077818
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",3,"Cell_5",1.086145
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",3.166667,"Cell_5",1.085051
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",3.333333,"Cell_5",1.084663
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",3.5,"Cell_5",1.073973
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",3.666667,"Cell_5",1.054692
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",3.833333,"Cell_5",1.093331
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",4,"Cell_5",1.077237
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",4.166667,"Cell_5",1.094298
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",4.333334,"Cell_5",1.075675
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",4.5,"Cell_5",1.079184
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",4.666667,"Cell_5",1.067104
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",4.833334,"Cell_5",1.071029
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",5,"Cell_5",1.058129
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",5.166667,"Cell_5",1.056222
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",5.333334,"Cell_5",1.048931
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",5.5,"Cell_5",1.059965
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",5.666667,"Cell_5",1.069411
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",5.833334,"Cell_5",1.059094
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",6,"Cell_5",1.064224
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",6.166667,"Cell_5",1.04987
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",6.333334,"Cell_5",1.065047
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",6.5,"Cell_5",1.058467
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",6.666667,"Cell_5",1.057284
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",6.833334,"Cell_5",1.060175
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",7,"Cell_5",1.055939
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",7.166667,"Cell_5",1.059063
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",7.333334,"Cell_5",1.055732
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",7.5,"Cell_5",1.047579
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",7.666667,"Cell_5",1.061616
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",7.833334,"Cell_5",1.064912
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",8,"Cell_5",1.066613
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",8.166667,"Cell_5",1.059969
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",8.333333,"Cell_5",1.068595
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",8.5,"Cell_5",1.058511
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",8.666667,"Cell_5",1.067851
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",8.833333,"Cell_5",1.062351
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",9,"Cell_5",1.065445
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",9.166667,"Cell_5",1.066207
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",9.333333,"Cell_5",1.060205
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",9.5,"Cell_5",1.056463
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",9.666667,"Cell_5",1.077304
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",9.833333,"Cell_5",1.065182
"Fig7_RhoA_S1P-RGS_Cell_5","Fig7_RhoA_S1P-RGS",10,"Cell_5",NA
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",0,"Cell_6",0.9994143
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",0.1666667,"Cell_6",1.001899
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",0.3333333,"Cell_6",1.011449
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",0.5,"Cell_6",0.9911782
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",0.6666667,"Cell_6",0.9961108
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",0.8333333,"Cell_6",1.000609
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",1,"Cell_6",0.9932806
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",1.166667,"Cell_6",0.9982941
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",1.333333,"Cell_6",0.9891431
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",1.5,"Cell_6",0.9983714
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",1.666667,"Cell_6",0.9936561
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",1.833333,"Cell_6",0.9985395
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",2,"Cell_6",1.0644
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",2.166667,"Cell_6",1.188484
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",2.333333,"Cell_6",1.225523
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",2.5,"Cell_6",1.247948
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",2.666667,"Cell_6",1.231827
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",2.833333,"Cell_6",1.204293
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",3,"Cell_6",1.197102
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",3.166667,"Cell_6",1.196341
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",3.333333,"Cell_6",1.182401
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",3.5,"Cell_6",1.183715
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",3.666667,"Cell_6",1.173286
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",3.833333,"Cell_6",1.184977
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",4,"Cell_6",1.168484
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",4.166667,"Cell_6",1.175681
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",4.333334,"Cell_6",1.164248
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",4.5,"Cell_6",1.170555
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",4.666667,"Cell_6",1.161924
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",4.833334,"Cell_6",1.144295
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",5,"Cell_6",1.142063
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",5.166667,"Cell_6",1.137244
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",5.333334,"Cell_6",1.142909
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",5.5,"Cell_6",1.138495
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",5.666667,"Cell_6",1.126416
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",5.833334,"Cell_6",1.135864
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",6,"Cell_6",1.134106
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",6.166667,"Cell_6",1.131857
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",6.333334,"Cell_6",1.129073
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",6.5,"Cell_6",1.108337
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",6.666667,"Cell_6",1.117389
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",6.833334,"Cell_6",1.128502
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",7,"Cell_6",1.116395
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",7.166667,"Cell_6",1.117995
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",7.333334,"Cell_6",1.114502
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",7.5,"Cell_6",1.100477
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",7.666667,"Cell_6",1.109078
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",7.833334,"Cell_6",1.145475
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",8,"Cell_6",1.101126
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",8.166667,"Cell_6",1.107202
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",8.333333,"Cell_6",1.114066
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",8.5,"Cell_6",1.091037
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",8.666667,"Cell_6",1.08149
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",8.833333,"Cell_6",1.089809
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",9,"Cell_6",1.086706
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",9.166667,"Cell_6",1.089469
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",9.333333,"Cell_6",1.093265
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",9.5,"Cell_6",1.098329
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",9.666667,"Cell_6",1.103531
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",9.833333,"Cell_6",1.095759
"Fig7_RhoA_S1P-control_Cell_6","Fig7_RhoA_S1P-control",10,"Cell_6",1.086208
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",0,"Cell_6",0.9989587
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",0.1666667,"Cell_6",1.006515
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",0.3333333,"Cell_6",0.98631
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",0.5,"Cell_6",0.9991936
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",0.6666667,"Cell_6",1.009032
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",0.8333333,"Cell_6",0.9954251
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",1,"Cell_6",0.996179
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",1.166667,"Cell_6",1.011395
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",1.333333,"Cell_6",1.013143
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",1.5,"Cell_6",1.010693
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",1.666667,"Cell_6",0.9930561
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",1.833333,"Cell_6",1.018052
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",2,"Cell_6",1.023726
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",2.166667,"Cell_6",1.044083
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",2.333333,"Cell_6",1.031401
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",2.5,"Cell_6",1.038211
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",2.666667,"Cell_6",1.032661
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",2.833333,"Cell_6",1.04447
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",3,"Cell_6",1.026755
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",3.166667,"Cell_6",1.039286
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",3.333333,"Cell_6",1.040431
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",3.5,"Cell_6",1.028428
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",3.666667,"Cell_6",1.029933
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",3.833333,"Cell_6",1.028948
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",4,"Cell_6",1.036931
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",4.166667,"Cell_6",1.04331
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",4.333334,"Cell_6",1.025305
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",4.5,"Cell_6",1.018905
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",4.666667,"Cell_6",1.017155
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",4.833334,"Cell_6",1.020173
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",5,"Cell_6",1.015463
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",5.166667,"Cell_6",1.022625
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",5.333334,"Cell_6",1.011503
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",5.5,"Cell_6",1.02215
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",5.666667,"Cell_6",1.022082
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",5.833334,"Cell_6",1.019941
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",6,"Cell_6",1.02692
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",6.166667,"Cell_6",1.036006
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",6.333334,"Cell_6",1.025185
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",6.5,"Cell_6",1.042266
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",6.666667,"Cell_6",1.033576
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",6.833334,"Cell_6",1.050236
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",7,"Cell_6",1.024342
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",7.166667,"Cell_6",1.039661
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",7.333334,"Cell_6",1.045797
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",7.5,"Cell_6",1.045969
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",7.666667,"Cell_6",1.052074
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",7.833334,"Cell_6",1.045603
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",8,"Cell_6",1.040564
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",8.166667,"Cell_6",1.055079
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",8.333333,"Cell_6",1.047256
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",8.5,"Cell_6",1.039293
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",8.666667,"Cell_6",1.043705
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",8.833333,"Cell_6",1.056673
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",9,"Cell_6",1.047814
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",9.166667,"Cell_6",1.047686
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",9.333333,"Cell_6",1.047038
"Fig7_RhoA_S1P-RGS_Cell_6","Fig7_RhoA_S1P-RGS",9.5,"Cell_6",1.052342
